日付,区分,時限,科目コード,科目名,担当教員,講義室
6(木),授業,3-4,LAE.E214-28,英語第八 28-LS,※蒔田 裕美,H102
6(木),授業,3-4,LAE.E214-30,英語第八 30-LS,DE FERRANTI HUGH BARRY ZIANI,W371
6(木),授業&試験,3-4,LAE.E358,TOEFL対策セミナー（リーディング＆ライティング）第十二,※JONATHAN ABEL,H119B
6(木),授業,3-4,LAL.G204-06,ドイツ語初級４ D21,※小笠原 能仁,W611
6(木),期末試験,3-4,LAS.I122-12,コンピュータサイエンス第二 6b(CS2),※伊知地 宏,W323
6(木),期末試験,5-6,EEE.C211,アナログ電子回路,"鈴木 左文, ファム ナムハイSuzuki Safumi, Pham Nam Hai",S221
6(木),授業,5-6,LAE.E214-19,英語第八 19-LS,※NARUM PAUL TIMOTHY,H104
6(木),授業,5-6,LAE.E214-21,英語第八 21-RW,※中村 彰,3ラボ
6(木),授業,5-6,LAE.E214-23,英語第八 23-RW,※小堀 洋,W331
6(木),授業&試験,5-6,LAE.E214-40,英語第八 40-LS,※STONEBURGH MARK,W371
6(木),授業,5-6,LAH.S110,教養特論：ファッション論,※高村 是州,S222
6(木),授業,5-6,LAS.M105-09,微分積分学第二 W,PURKAIT SOMA,H111
6(木),授業,5-6,LAW.W221-47,生涯スポーツ実習 D16,※若山 章信,"屋内運動場,グラウンド,テニスコート"
6(木),授業,5-6,XES.A104,環境・社会理工学院専門基礎３,中村 隆志，錦澤 滋雄 他,W641
6(木),授業,5-8,MAT.A252,"材料科学実験（M, P, C）第三","宮内 雅浩,鞠谷 雄士 他","南7,8号館"
6(木),期末試験,7-8,CVE.A210,土木振動学,盛 川 仁Morikawa Hitoshi,M321
6(木),授業&試験,7-8,LAE.E244-02,英語プレゼンテーション演習第八 2,※JONATHAN ABEL,1ラボ
6(木),期末試験,7-8,LAS.P104-06,電磁気学基礎２ F,藤岡 宏之Fujioka Hiroyuki,H101
6(木),授業,7-8,LAW.W221-50,生涯スポーツ実習 D19,※若山 章信,"屋内運動場,グラウンド,テニスコート"
6(木),期末試験,7-8,MAT.P312,有機化学(機能)B,道信 剛志,S8-102
6(木),授業,9-10,LAE.E114-03,英語第四 3-LS-ADV,※NARUM PAUL TIMOTHY,W332
7(金),授業,1-2,ARC.A205,建築数理,"大佛 俊泰,田村 哲郎 他",M114
7(金),期末試験,1-2,CAP.C204,化工熱力学,青木 才子Aoki Saiko,W611
7(金),期末試験,1-2,CHM.D303,有機化学演習第三,"江口 正,鈴木 啓介 他",H116
7(金),期末試験,1-2,EEE.M241,離散時間システム,黒澤 実Kurosawa Minoru,S221
7(金),期末試験,1-2,EEE.S361,光エレクトロニクス,"小山 二三夫,植之原 裕行Koyama Fumio,Uenohara Hiroyuki",S622
7(金),期末試験,1-2,ICT.M316,数値解析（情報通信）,"金子 寛彦, 長谷川 晶一",W331
7(金),期末試験,1-2,LAS.C105-12,量子化学基礎 J,大島 康裕,H121
7(金),期末試験,1-2,LAS.C105-15,量子化学基礎 M,大島 康裕,H121
7(金),期末試験,1-2,LAS.C105-16,量子化学基礎 N,小松 隆之,W933
7(金),期末試験,1-2,LAS.C105-17,量子化学基礎 O,※長村 吉洋,W242
7(金),期末試験,1-2,LAS.M105-05,微分積分学第二 M(1～10),※申 正善,W521
7(金),期末試験,1-2,LAS.M105-06,微分積分学第二 N(11～20),土岡 俊介,W541
7(金),期末試験,1-2,LAS.P104-09,電磁気学基礎２ I,TILMA TODD EDWARD,H103
7(金),期末試験,1-2,LAS.P104-10,電磁気学基礎２ J,田中 秀数Tanaka Hidekazu,W241
7(金),期末試験,1-2,LAS.P104-11,電磁気学基礎２ K,須山 輝明Suyama Teruaki,W621
7(金),期末試験,1-2,LAS.P104-12,電磁気学基礎２ L,平山 博之Hirayama Hiroyuki,H101
7(金),期末試験,1-2,LST.A248,遺伝学,"立花 和則,若林 憲一 他",W631
7(金),授業,3-4,CVE.M302,応用数値解析・演習,中村 恭志,W934
7(金),期末試験,3-4,EEE.P301,電気機器工学,"千葉 明,萩原 誠",S221
7(金),期末試験,3-4,ICT.I317,組み込みシステム,"長谷川 晶一,中原 啓貴",W621
7(金),期末試験,3-4,LAS.C107-15,化学熱力学基礎 E,沖本 洋一,W241
7(金),期末試験,3-4,LAS.C107-16,化学熱力学基礎 F,伊原 学,S222
7(金),期末試験,3-4,LAS.M105-09,微分積分学第二 W,PURKAIT SOMA,H111
7(金),期末試験,3-4,LAS.M106-06,線形代数学第二 Q(41～50),※寺尾 宏明,H101
7(金),期末試験,3-4,LAS.M106-07,線形代数学第二 R(51～60),土岡 俊介,W541
7(金),期末試験,3-4,LAS.P104-13,電磁気学基礎２ M,横山 毅人,W521
7(金),期末試験,3-4,LAS.P104-15,電磁気学基礎２ O,足立 聡,W631
7(金),期末試験,3-4,LAS.P104-16,電磁気学基礎２ P,西田 祐介,W331
7(金),期末試験,3-4,LST.A246,生命情報学,"伊藤 武彦,櫻井 実 他",H136
7(金),期末試験,3-4,MAT.P221,有機材料構造A,扇澤 敏明Ougizawa Toshiaki,S8-102
7(金),期末試験,3-4,MCS.T232,複素解析,"西畑 伸也,梅原 雅顕 他",W242
7(金),期末試験,3-4,PHY.C341,物性物理学I,"平原 徹,平山 博之",H135
7(金),期末試験,3-4,PHY.Q208,量子力学II,"慈道 大介,村上 雄太 他",W933
7(金),授業,3-4,SCE.I351,先端センシングテクノロジー,"※金川 信康,※古谷 利器",S515
7(金),期末試験,3-4,ZUA.A203,代数学概論第二,内藤 聡,H112
7(金),期末試験,3-4,ZUB.Q206,量子力学第二,慈道 大介Jido Daisuke,W933
7(金),授業,3-8,MEC.H331,機械設計製図,"大河 誠司, 平田 敦 他","石川台3号館301,302,303,310号室,石川台6号館315号室"
7(金),授業,3-8,MEC.Q201,機械システム学,"赤坂 大樹,髙原 弘樹 他","石川台3号館,201A,201B,201C号,室"
7(金),期末試験,3-8,MTH.A204,代数学概論第四,"内藤 聡,KELLY SHANE ANDREW 他",H112
7(金),期末試験,5-6,CSC.T374,システム制御,石井 秀明Ishii Hideaki,W611
7(金),期末試験,5-6,CVE.L212,土木工学英語第三,WIJEYEWICKREMA ANIL CHRISTOPHER BUI QUOC TINH,緑が丘5号館M5会議室
7(金),期末試験,5-6,EEE.P341,電力エネルギー変換工学,小栗 慶之Oguri Yoshiyuki,S224
7(金),授業,5-6,LAW.W131-44,生涯ウェルネス実習 B16,※山元 健太,屋内運動場（グラウンド・テニスコート）
7(金),期末試験,5-6,PHY.F352,宇宙物理学,河 合 誠 之 Kawai Nobuyuki,H135
7(金),期末試験,5-6,SCE.S303,バイオシステム基礎,"中島 求,倉林 大輔 他",S621
7(金),期末試験,5-6,TSE.A314,水・物質循環システム概論,木内 豪,S515
7(金),期末試験,5-6,MAT.C201,無機量子化学,"矢野 哲司, 松下 伸広",S7-201
7(金),授業,5-8,MAT.P352,有機材料工学実験第三,"森川 淳子,赤坂 修一 他","S8-108,S8-109"
7(金),期末試験,5-8,MCS.T233,計算機システム,"遠藤 敏夫,額田 彰",W621
7(金),期末試験,7-8,CAP.P343,高分子工業化学,芹澤 武,S224
7(金),授業,7-8,CSC.T342,問題解決と意思決定,"出口 弘, 小野 功 他",W611
7(金),期末試験,7-8,EEE.C341,集積回路工学,若 林 整 Wakabayashi Hitoshi,S222
7(金),期末試験,7-8,ICT.I216,計算機論理設計（情報通信）,"一色 剛, 渡辺 義浩",S622
7(金),授業,7-8,LAW.W131-46,生涯ウェルネス実習 B18,※山元 健太,屋内運動場（グラウンド・テニスコート）
7(金),期末試験,7-8,MAT.P215,無機化学,森 健彦,S8-102
7(金),授業,7-8,PHY.L210,計算物理,※板橋 健太,南4号館情報ネットワーク演習室第２演習室
7(金),授業,7-8,TSE.A317,環境流体力学基礎,中村 恭志,S621
7(金),期末試験,9-10,LAS.B104-01,生命科学基礎第二２ A,"中村 聡, 福居 俊昭 他",H121・・・14～18B学生19B00013～19B12654W521・・・19B12795～19B40372W541・・・19B40389～19B51370
7(金),期末試験,9-10,LAS.B104-02,生命科学基礎第二２ B,"中村 聡, 福居 俊昭 他",H121・・・14～18B学生19B00013～19B12654W521・・・19B12795～19B40372W541・・・19B40389～19B51370
7(金),期末試験,9-10,LAS.B104-03,生命科学基礎第二２ C,"中村 聡,福居 俊昭 他",H121・・・14～18B学生19B00013～19B12654W521・・・19B12795～19B40372W541・・・19B40389～19B51370
7(金),期末試験,9-10,LAS.B104-04,生命科学基礎第二２ D,"中村 聡,福居 俊昭 他",H121・・・14～18B学生19B00013～19B12654W521・・・19B12795～19B40372W541・・・19B40389～19B51370
7(金),期末試験,9-10,LAS.B104-05,生命科学基礎第二２ E,"中村 聡,福居 俊昭 他",H121・・・14～18B学生19B00013～19B12654W521・・・19B12795～19B40372W541・・・19B40389～19B51370
7(金),期末試験,9-10,LAS.B104-06,生命科学基礎第二２ F,"中村 聡, 福居 俊昭 他",H121・・・14～18B学生19B00013～19B12654W521・・・19B12795～19B40372W541・・・19B40389～19B51370
7(金),期末試験,9-10,LAS.B104-07,生命科学基礎第二２ G,"中村 聡, 福居 俊昭 他",H121・・・14～18B学生19B00013～19B12654W521・・・19B12795～19B40372W541・・・19B40389～19B51370
7(金),期末試験,9-10,LAS.B104-08,生命科学基礎第二２ H,"中村 聡,福居 俊昭 他",H121・・・14～18B学生19B00013～19B12654W521・・・19B12795～19B40372W541・・・19B40389～19B51370
7(金),期末試験,9-10,LAS.B104-09,生命科学基礎第二２ K,TAKAHASHI MASAYUKI,H137
